tblkey,module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,comments,year,semester
7120,MOD027,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person643,3,4,3,redacted,2017,1
7121,MOD027,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person475,4,3,3,redacted,2017,1
7122,MOD028,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person500,4,3,4,redacted,2017,1
7123,MOD028,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person501,4,4,4,redacted,2017,1
7124,MOD028,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person278,4,4,4,redacted,2017,1
7125,MOD028,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person913,4,4,4,redacted,2017,1
7126,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person007,5,4,5,redacted,2017,1
7127,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person064,3,4,4,redacted,2017,1
7128,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7129,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7130,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person635,5,5,5,redacted,2017,1
7131,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person820,0,0,0,redacted,2017,1
7132,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person643,0,0,0,redacted,2017,1
7133,MOD027,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person475,5,5,5,redacted,2017,1
7134,MOD028,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person500,5,4,5,redacted,2017,1
7135,MOD028,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person501,5,5,5,redacted,2017,1
7136,MOD028,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person278,5,4,5,redacted,2017,1
7137,MOD028,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person913,5,4,5,redacted,2017,1
7138,MOD031,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,Person490,5,5,5,redacted,2017,1
7139,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person007,4,3,4,redacted,2017,1
7140,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person064,4,3,3,redacted,2017,1
7141,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person500,5,3,5,redacted,2017,1
7142,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7143,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person635,5,5,5,redacted,2017,1
7144,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person820,4,4,4,redacted,2017,1
7145,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person643,5,5,5,redacted,2017,1
7146,MOD027,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person475,2,3,3,redacted,2017,1
7147,MOD028,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7148,MOD028,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person501,3,5,4,redacted,2017,1
7149,MOD028,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person278,4,2,3,redacted,2017,1
7150,MOD028,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person913,4,3,4,redacted,2017,1
7151,MOD031,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,Person429,4,5,4,redacted,2017,1
7152,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person007,2,2,2,redacted,2017,1
7153,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person064,2,1,1,redacted,2017,1
7154,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7155,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person358,3,3,3,redacted,2017,1
7156,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person635,5,5,5,redacted,2017,1
7157,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person820,4,4,4,redacted,2017,1
7158,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person643,5,5,5,redacted,2017,1
7159,MOD027,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person475,4,4,4,redacted,2017,1
7160,MOD028,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7161,MOD028,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person501,4,5,4,redacted,2017,1
7162,MOD028,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person278,5,2,5,redacted,2017,1
7163,MOD028,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person913,5,5,5,redacted,2017,1
7164,MOD031,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,Person868,5,5,5,redacted,2017,1
7165,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person870,4,4,4,redacted,2017,1
7166,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person501,5,5,5,redacted,2017,1
7167,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person007,5,5,5,redacted,2017,1
7168,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person527,5,5,5,redacted,2017,1
7169,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person958,4,4,4,redacted,2017,1
7170,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person385,4,4,4,redacted,2017,1
7171,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person877,5,4,5,redacted,2017,1
7172,MOD021,redacted,10636,MPsych Advanced Psychology,redacted,Person709,5,4,5,redacted,2017,1
7173,MOD023,redacted,10636,MPsych Advanced Psychology,redacted,Person636,4,4,4,redacted,2017,1
7174,MOD023,redacted,10636,MPsych Advanced Psychology,redacted,Person557,4,4,4,redacted,2017,1
7175,MOD023,redacted,10636,MPsych Advanced Psychology,redacted,Person500,4,3,3,redacted,2017,1
7176,MOD023,redacted,10636,MPsych Advanced Psychology,redacted,Person658,4,4,4,redacted,2017,1
7177,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person007,5,5,5,redacted,2017,1
7178,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person064,2,2,1,redacted,2017,1
7179,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person500,4,5,5,redacted,2017,1
7180,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7181,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person635,5,4,5,redacted,2017,1
7182,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person820,0,0,0,redacted,2017,1
7183,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person643,0,0,0,redacted,2017,1
7184,MOD027,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person475,0,0,0,redacted,2017,1
7185,MOD028,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person500,4,5,5,redacted,2017,1
7186,MOD028,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person501,5,5,5,redacted,2017,1
7187,MOD028,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person278,4,2,5,redacted,2017,1
7188,MOD028,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person913,4,2,4,redacted,2017,1
7189,MOD031,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,Person820,5,4,5,redacted,2017,1
7190,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person007,5,5,5,redacted,2017,1
7191,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person064,4,3,4,redacted,2017,1
7192,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person500,5,4,5,redacted,2017,1
7193,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7194,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person635,5,5,5,redacted,2017,1
7195,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person820,4,4,4,redacted,2017,1
7196,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person643,4,4,4,redacted,2017,1
7197,MOD027,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person475,4,5,4,redacted,2017,1
7198,MOD028,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7199,MOD028,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person501,5,5,5,redacted,2017,1
7200,MOD028,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person278,4,4,4,redacted,2017,1
7201,MOD028,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person913,4,3,4,redacted,2017,1
7202,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person007,2,3,3,redacted,2017,1
7203,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person064,4,4,4,redacted,2017,1
7204,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person500,5,4,4,redacted,2017,1
7205,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person358,4,3,4,redacted,2017,1
7206,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person635,4,4,4,redacted,2017,1
7207,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person820,4,4,4,redacted,2017,1
7208,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person643,4,4,0,redacted,2017,1
7209,MOD027,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person475,4,5,4,redacted,2017,1
7210,MOD028,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person500,5,4,4,redacted,2017,1
7211,MOD028,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person501,3,5,4,redacted,2017,1
7212,MOD028,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person278,4,3,4,redacted,2017,1
7213,MOD028,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,Person913,2,4,4,redacted,2017,1
7214,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person870,5,4,4,redacted,2017,1
7215,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person501,5,5,5,redacted,2017,1
7216,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person007,4,1,4,redacted,2017,1
7217,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person527,5,5,5,redacted,2017,1
7218,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person958,5,5,5,redacted,2017,1
7219,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person385,4,3,4,redacted,2017,1
7220,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person877,5,3,5,redacted,2017,1
7221,MOD021,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person709,4,3,4,redacted,2017,1
7222,MOD023,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person636,5,5,5,redacted,2017,1
7223,MOD023,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person557,4,2,4,redacted,2017,1
7224,MOD023,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person500,4,3,4,redacted,2017,1
7225,MOD023,redacted,10614,BSc (Hons) Psychology Stage 1,redacted,Person658,5,5,5,redacted,2017,1
7226,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person870,5,4,5,redacted,2017,1
7227,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person501,4,5,5,redacted,2017,1
7228,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person007,4,4,5,redacted,2017,1
7229,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person527,4,4,4,redacted,2017,1
7230,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person958,4,5,5,redacted,2017,1
7231,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person385,5,5,5,redacted,2017,1
7232,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person877,5,4,5,redacted,2017,1
7233,MOD021,redacted,10491,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 1,redacted,Person709,5,5,5,redacted,2017,1
7234,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person007,4,3,4,redacted,2017,1
7235,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person064,4,4,4,redacted,2017,1
7236,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person500,4,4,4,redacted,2017,1
7237,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person358,4,3,4,redacted,2017,1
7238,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person635,4,4,4,redacted,2017,1
7239,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person820,0,0,0,redacted,2017,1
7240,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person643,0,0,0,redacted,2017,1
7241,MOD027,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person475,0,0,0,redacted,2017,1
7242,MOD028,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person500,4,4,4,redacted,2017,1
7243,MOD028,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person501,5,5,5,redacted,2017,1
7244,MOD028,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person278,4,4,4,redacted,2017,1
7245,MOD028,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person913,5,5,5,redacted,2017,1
7246,MOD031,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,Person288,4,3,2,redacted,2017,1
7247,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person007,5,5,5,redacted,2017,1
7248,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person064,5,5,5,redacted,2017,1
7249,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person500,5,5,5,redacted,2017,1
7250,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person358,5,5,5,redacted,2017,1
7251,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person635,5,5,5,redacted,2017,1
7252,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person820,5,5,5,redacted,2017,1
7253,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person643,5,5,5,redacted,2017,1
7254,MOD027,redacted,9978,MPsych Advanced Psychology,redacted,Person475,5,5,5,redacted,2017,1
7255,MOD028,redacted,9978,MPsych Advanced Psychology,redacted,Person500,5,5,5,redacted,2017,1
7256,MOD028,redacted,9978,MPsych Advanced Psychology,redacted,Person501,5,5,5,redacted,2017,1
7257,MOD028,redacted,9978,MPsych Advanced Psychology,redacted,Person278,5,5,5,redacted,2017,1
7258,MOD028,redacted,9978,MPsych Advanced Psychology,redacted,Person913,5,5,5,redacted,2017,1
7259,MOD031,redacted,9978,MPsych Advanced Psychology,redacted,Person429,5,5,5,redacted,2017,1
7260,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person007,5,4,5,redacted,2017,1
7261,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person064,4,4,4,redacted,2017,1
7262,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7263,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7264,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person635,4,3,4,redacted,2017,1
7265,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person820,4,3,4,redacted,2017,1
7266,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person643,4,3,4,redacted,2017,1
7267,MOD027,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person475,4,3,4,redacted,2017,1
7268,MOD028,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7269,MOD028,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person501,5,5,5,redacted,2017,1
7270,MOD028,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person278,5,5,5,redacted,2017,1
7271,MOD028,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person913,5,5,5,redacted,2017,1
7272,MOD031,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,Person013,4,2,3,redacted,2017,1
7273,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person007,4,3,4,redacted,2017,1
7274,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person064,4,3,3,redacted,2017,1
7275,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person500,4,4,4,redacted,2017,1
7276,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7277,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person635,5,5,5,redacted,2017,1
7278,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person820,3,3,3,redacted,2017,1
7279,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person643,4,3,4,redacted,2017,1
7280,MOD027,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person475,4,3,3,redacted,2017,1
7281,MOD028,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7282,MOD028,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person501,4,5,5,redacted,2017,1
7283,MOD028,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person278,4,4,4,redacted,2017,1
7284,MOD028,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person913,4,4,4,redacted,2017,1
7285,MOD031,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,Person021,4,4,4,redacted,2017,1
7286,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person007,3,4,3,redacted,2017,1
7287,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person064,4,3,4,redacted,2017,1
7288,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person500,3,4,4,redacted,2017,1
7289,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person358,4,5,5,redacted,2017,1
7290,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person635,3,2,3,redacted,2017,1
7291,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person820,3,3,3,redacted,2017,1
7292,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person643,5,4,4,redacted,2017,1
7293,MOD027,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person475,3,2,3,redacted,2017,1
7294,MOD028,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person500,4,4,4,redacted,2017,1
7295,MOD028,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person501,3,4,3,redacted,2017,1
7296,MOD028,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person278,4,5,4,redacted,2017,1
7297,MOD028,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,Person913,4,3,3,redacted,2017,1
7298,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person870,4,2,3,redacted,2017,1
7299,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person501,3,3,2,redacted,2017,1
7300,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person007,4,2,4,redacted,2017,1
7301,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person527,5,4,5,redacted,2017,1
7302,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person958,5,4,5,redacted,2017,1
7303,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person385,0,0,0,redacted,2017,1
7304,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person877,0,0,0,redacted,2017,1
7305,MOD021,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person709,4,4,4,redacted,2017,1
7306,MOD023,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person636,5,4,5,redacted,2017,1
7307,MOD023,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person557,5,5,5,redacted,2017,1
7308,MOD023,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person500,5,3,4,redacted,2017,1
7309,MOD023,redacted,10417,BSc (Hons) Psychology Stage 1,redacted,Person658,5,4,5,redacted,2017,1
7310,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person870,2,2,4,redacted,2017,1
7311,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person501,2,2,2,redacted,2017,1
7312,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person007,3,3,4,redacted,2017,1
7313,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person527,5,5,5,redacted,2017,1
7314,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person958,4,4,4,redacted,2017,1
7315,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person385,4,4,4,redacted,2017,1
7316,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person877,4,4,4,redacted,2017,1
7317,MOD021,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person709,0,0,0,redacted,2017,1
7318,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person007,4,4,4,redacted,2017,1
7319,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person064,3,4,3,redacted,2017,1
7320,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person500,4,4,4,redacted,2017,1
7321,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person358,5,5,5,redacted,2017,1
7322,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person635,4,4,4,redacted,2017,1
7323,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person820,4,4,4,redacted,2017,1
7324,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person643,4,4,4,redacted,2017,1
7325,MOD027,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person475,5,4,5,redacted,2017,1
7326,MOD028,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person500,4,4,4,redacted,2017,1
7327,MOD028,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person501,2,2,2,redacted,2017,1
7328,MOD028,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person278,4,4,4,redacted,2017,1
7329,MOD028,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person913,5,5,5,redacted,2017,1
7330,MOD031,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,Person021,5,5,5,redacted,2017,1
7331,MOD023,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person636,4,4,4,redacted,2017,1
7332,MOD023,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person557,4,4,4,redacted,2017,1
7333,MOD023,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person500,4,4,4,redacted,2017,1
7334,MOD023,redacted,10460,BSc (Hons) Psychology Stage 1,redacted,Person658,4,4,4,redacted,2017,1
7335,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person007,4,3,4,redacted,2017,1
7336,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person064,2,1,1,redacted,2017,1
7337,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7338,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person358,4,5,4,redacted,2017,1
7339,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person635,4,3,4,redacted,2017,1
7340,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person820,0,0,0,redacted,2017,1
7341,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person643,4,3,4,redacted,2017,1
7342,MOD027,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person475,4,3,4,redacted,2017,1
7343,MOD028,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person500,5,5,5,redacted,2017,1
7344,MOD028,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person501,3,4,3,redacted,2017,1
7345,MOD028,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person278,5,5,5,redacted,2017,1
7346,MOD028,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person913,4,3,4,redacted,2017,1
7347,MOD031,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,Person015,5,4,5,redacted,2017,1
7348,MOD033,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person924,4,5,4,redacted,2017,1
7349,MOD033,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person610,5,5,5,redacted,2017,1
7350,MOD033,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person789,3,3,3,redacted,2017,1
7351,MOD033,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person636,4,4,4,redacted,2017,1
7352,MOD033,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person870,4,4,4,redacted,2017,1
7353,MOD035,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person500,3,3,3,redacted,2017,1
7354,MOD035,redacted,9461,BSc (Hons) Psychology Stage 4,redacted,Person843,5,5,5,redacted,2017,1
7355,MOD033,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,Person924,5,5,5,redacted,2017,1
7356,MOD033,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,Person610,4,5,5,redacted,2017,1
7357,MOD033,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,Person789,5,4,5,redacted,2017,1
7358,MOD033,redacted,9562,BSc (Hons) Psychology Stage 4,redacted,Person636,5,4,5,redacted,2017,1
