tblkey,Module,moduletitle,userkey,program,staffid,staff,explaining,interesting,overall,Comments,year,semester,N
4819,PSYC726,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
4832,PSYC726,redacted,10018,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
4840,PSYC726,redacted,10014,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
4866,PSYC726,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
4898,PSYC726,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 874,4,3,4,,2017,1,1120
4911,PSYC726,redacted,10038,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,2,,2017,1,1120
4924,PSYC726,redacted,10085,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
4932,PSYC726,redacted,10183,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
4950,PSYC726,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
4958,PSYC726,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
4975,PSYC726,redacted,9980,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5001,PSYC726,redacted,10024,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,4,,2017,1,1120
5014,PSYC726,redacted,10161,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5039,PSYC726,redacted,10218,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5052,PSYC726,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5065,PSYC726,redacted,10187,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5078,PSYC726,redacted,10099,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5103,PSYC726,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5116,PSYC726,redacted,10098,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5129,PSYC726,redacted,10804,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5154,PSYC726,redacted,10151,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5167,PSYC726,redacted,9989,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
5180,PSYC726,redacted,10219,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5193,PSYC726,redacted,10168,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5205,PSYC726,redacted,9965,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,1,1,1,,2017,1,1120
5349,PSYC726,redacted,10165,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5374,PSYC726,redacted,10062,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
5418,PSYC726,redacted,10143,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,0,,2017,1,1120
5438,PSYC726,redacted,10067,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
5451,PSYC726,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5464,PSYC726,redacted,10011,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5500,PSYC726,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5568,PSYC726,redacted,9973,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5580,PSYC726,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5593,PSYC726,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5638,PSYC726,redacted,9994,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5651,PSYC726,redacted,10160,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5664,PSYC726,redacted,10802,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,5,,2017,1,1120
5740,PSYC726,redacted,10103,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,4,,2017,1,1120
5792,PSYC726,redacted,10130,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5804,PSYC726,redacted,9953,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5889,PSYC726,redacted,10167,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5914,PSYC726,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5927,PSYC726,redacted,10579,Stage 1 Exchange Students,redacted,person 874,4,4,4,,2017,1,1120
5940,PSYC726,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5958,PSYC726,redacted,10186,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,1,1120
5970,PSYC726,redacted,10141,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
5983,PSYC726,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6008,PSYC726,redacted,10123,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6052,PSYC726,redacted,10190,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
6065,PSYC726,redacted,10152,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,5,,2017,1,1120
6085,PSYC726,redacted,9640,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
6122,PSYC726,redacted,10199,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6135,PSYC726,redacted,9954,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,1,1120
6148,PSYC726,redacted,10214,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6185,PSYC726,redacted,10170,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,5,5,5,,2017,1,1120
6265,PSYC726,redacted,9929,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6278,PSYC726,redacted,9950,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6291,PSYC726,redacted,10072,MPsych Advanced Psychology,redacted,person 874,3,3,3,,2017,1,1120
6321,PSYC726,redacted,10087,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,3,4,,2017,1,1120
6333,PSYC726,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6360,PSYC726,redacted,10041,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6428,PSYC726,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
6453,PSYC726,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6466,PSYC726,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6479,PSYC726,redacted,10211,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,5,5,5,,2017,1,1120
6538,PSYC726,redacted,10153,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6605,PSYC726,redacted,9740,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,5,,2017,1,1120
6618,PSYC726,redacted,9988,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6631,PSYC726,redacted,9983,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6644,PSYC726,redacted,9996,BSc (Hons) Psychology Stage 2,redacted,person 874,1,2,2,,2017,1,1120
6681,PSYC726,redacted,10006,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6713,PSYC726,redacted,9468,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6726,PSYC726,redacted,10088,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
6738,PSYC726,redacted,10221,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,1,1120
6751,PSYC726,redacted,10069,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6788,PSYC726,redacted,9944,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6833,PSYC726,redacted,10036,MPsych Advanced Psychology,redacted,person 874,4,4,4,,2017,1,1120
6846,PSYC726,redacted,10108,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,3,3,3,,2017,1,1120
6883,PSYC726,redacted,9758,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6896,PSYC726,redacted,10320,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6909,PSYC726,redacted,10020,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6946,PSYC726,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
6983,PSYC726,redacted,10002,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
6996,PSYC726,redacted,10354,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
7021,PSYC726,redacted,10197,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,5,5,,2017,1,1120
7061,PSYC726,redacted,10057,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
7098,PSYC726,redacted,10054,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7119,PSYC726,redacted,9617,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,3,,2017,1,1120
7131,PSYC726,redacted,10035,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7144,PSYC726,redacted,9949,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7157,PSYC726,redacted,9700,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7182,PSYC726,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7195,PSYC726,redacted,10080,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7207,PSYC726,redacted,10150,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7239,PSYC726,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7252,PSYC726,redacted,9978,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,1,1120
7265,PSYC726,redacted,10137,BSc (Hons) Psychology Stage 2,redacted,person 874,4,3,4,,2017,1,1120
7278,PSYC726,redacted,10110,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
7291,PSYC726,redacted,10220,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 874,3,3,3,,2017,1,1120
7323,PSYC726,redacted,10016,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7340,PSYC726,redacted,9939,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7378,PSYC726,redacted,9993,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7402,PSYC726,redacted,9746,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
7415,PSYC726,redacted,10052,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
7428,PSYC726,redacted,9732,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7441,PSYC726,redacted,10576,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7454,PSYC726,redacted,10310,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,2,,2017,1,1120
7491,PSYC726,redacted,10207,BSc (Hons) Psychology Stage 2,redacted,person 874,4,3,4,,2017,1,1120
7504,PSYC726,redacted,9966,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7517,PSYC726,redacted,10148,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,1,1120
7578,PSYC726,redacted,10097,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,4,1,1,,2017,1,1120
7838,PSYC636,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
7872,PSYC636,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 874,4,3,4,,2017,2,1120
7920,PSYC636,redacted,9997,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
7954,PSYC636,redacted,10222,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8065,PSYC636,redacted,10124,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8085,PSYC636,redacted,10022,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8103,PSYC636,redacted,10121,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8131,PSYC636,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,4,,2017,2,1120
8144,PSYC636,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
8417,PSYC636,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8437,PSYC636,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8543,PSYC636,redacted,10026,MPsych Advanced Psychology,redacted,person 874,4,3,3,,2017,2,1120
8549,PSYC636,redacted,9925,MPsych Advanced Psychology,redacted,person 874,5,4,5,,2017,2,1120
8602,PSYC636,redacted,10065,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8616,PSYC636,redacted,10023,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8661,PSYC636,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8681,PSYC636,redacted,9964,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8731,PSYC636,redacted,9928,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8773,PSYC636,redacted,9942,MPsych Advanced Psychology,redacted,person 874,4,4,4,,2017,2,1120
8845,PSYC636,redacted,10057,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,4,,2017,2,1120
8851,PSYC636,redacted,10068,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
8877,PSYC636,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8883,PSYC636,redacted,10216,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,2,1120
8897,PSYC636,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
8951,PSYC636,redacted,10042,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,3,,2017,2,1120
9027,PSYC636,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9071,PSYC636,redacted,10209,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9144,PSYC636,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9164,PSYC636,redacted,9950,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9199,PSYC636,redacted,9951,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9221,PSYC636,redacted,9935,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9285,PSYC636,redacted,10678,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9333,PSYC636,redacted,9982,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9383,PSYC636,redacted,9983,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9473,PSYC636,redacted,10003,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9566,PSYC636,redacted,9969,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9586,PSYC636,redacted,10079,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,4,,2017,2,1120
9606,PSYC636,redacted,10025,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,5,,2017,2,1120
9654,PSYC636,redacted,10034,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
9706,PSYC636,redacted,10146,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9742,PSYC636,redacted,10045,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9822,PSYC636,redacted,10089,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9842,PSYC636,redacted,10131,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9883,PSYC636,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,4,,2017,2,1120
9903,PSYC636,redacted,10177,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,5,,2017,2,1120
9951,PSYC636,redacted,10760,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9977,PSYC636,redacted,9932,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9983,PSYC636,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10011,PSYC636,redacted,10046,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10031,PSYC636,redacted,10059,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,5,,2017,2,1120
10067,PSYC636,redacted,9940,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
10095,PSYC636,redacted,9747,BSc (Hons) Psychology Stage 2,redacted,person 874,4,3,4,,2017,2,1120
10129,PSYC636,redacted,10073,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10162,PSYC636,redacted,10030,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,2,1120
10168,PSYC636,redacted,9944,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
10206,PSYC636,redacted,0,,redacted,person 874,4,4,4,,2017,2,1120
10218,PSYC636,redacted,10221,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,2,1120
10238,PSYC636,redacted,9984,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
10258,PSYC636,redacted,9948,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
10278,PSYC636,redacted,10096,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,3,,2017,2,1120
10332,PSYC636,redacted,9991,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
10338,PSYC636,redacted,9991,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
10350,PSYC636,redacted,10169,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,4,,2017,2,1120
10398,PSYC636,redacted,9981,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10418,PSYC636,redacted,10074,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
10452,PSYC636,redacted,10006,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
10472,PSYC636,redacted,10204,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,2,1120
10506,PSYC636,redacted,10145,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
10548,PSYC636,redacted,10040,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
2411,PSYC125,redacted,10124,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
2701,PSYC125,redacted,9941,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
3080,PSYC125,redacted,9937,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,1,1120
3329,PSYC125,redacted,10007,BSc (Hons) Psychology Stage 2,redacted,person 874,4,3,3,,2017,1,1120
3711,PSYC125,redacted,9925,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,1,1120
3765,PSYC125,redacted,10061,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,5,,2017,1,1120
3790,PSYC125,redacted,10068,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,1,1120
4144,PSYC125,redacted,10004,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,1,1120
4529,PSYC125,redacted,10192,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
5059,PSYC125,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
5600,PSYC125,redacted,10311,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6340,PSYC125,redacted,10116,BSc (Hons) Psychology Stage 2,redacted,person 874,4,5,5,,2017,1,1120
6625,PSYC125,redacted,9988,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,1,1120
6651,PSYC125,redacted,9996,BSc (Hons) Psychology Stage 2,redacted,person 874,1,1,1,,2017,1,1120
7003,PSYC125,redacted,10354,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
7105,PSYC125,redacted,10054,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,1,1120
7189,PSYC125,redacted,10206,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,1,1120
7544,PSYC125,redacted,10148,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,4,,2017,1,1120
7848,PSYC090,redacted,10063,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
7882,PSYC090,redacted,10179,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
7930,PSYC090,redacted,9997,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
7971,PSYC090,redacted,10222,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,5,,2017,2,1120
8081,PSYC090,redacted,10124,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8119,PSYC090,redacted,10121,BSc (Hons) Psychology Stage 2,redacted,person 874,5,4,4,,2017,2,1120
8127,PSYC090,redacted,10022,BSc (Hons) Psychology Stage 2,redacted,person 874,4,2,3,,2017,2,1120
8154,PSYC090,redacted,10005,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8169,PSYC090,redacted,10156,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
8379,PSYC090,redacted,10159,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8433,PSYC090,redacted,10081,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8455,PSYC090,redacted,10133,BSc (Hons) Psychology Stage 2,redacted,person 874,3,3,3,,2017,2,1120
8502,PSYC090,redacted,10012,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8524,PSYC090,redacted,10075,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8566,PSYC090,redacted,9925,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,2,1120
8574,PSYC090,redacted,10026,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,2,1120
8626,PSYC090,redacted,10065,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8651,PSYC090,redacted,10023,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8671,PSYC090,redacted,10213,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8699,PSYC090,redacted,9964,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
8747,PSYC090,redacted,9931,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8755,PSYC090,redacted,10215,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8769,PSYC090,redacted,10088,BSc (Hons) Psychology with Sociology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
8783,PSYC090,redacted,9942,MPsych Advanced Psychology,redacted,person 874,0,0,0,,2017,2,1120
8791,PSYC090,redacted,9928,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8893,PSYC090,redacted,10068,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8907,PSYC090,redacted,10015,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8917,PSYC090,redacted,10216,MPsych Advanced Psychology,redacted,person 874,5,5,5,,2017,2,1120
8925,PSYC090,redacted,10100,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8933,PSYC090,redacted,10057,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
8963,PSYC090,redacted,10042,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9037,PSYC090,redacted,10114,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9045,PSYC090,redacted,9728,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,5,4,5,,2017,2,1120
9081,PSYC090,redacted,9938,BSc (Hons) Psychology with Criminology and Criminal Justice Studies Stage 2,redacted,person 874,5,5,5,,2017,2,1120
9089,PSYC090,redacted,10209,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9140,PSYC090,redacted,9927,BSc (Hons) Psychology with Human Biology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9160,PSYC090,redacted,9974,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9174,PSYC090,redacted,9950,BSc (Hons) Psychology Stage 2,redacted,person 874,4,4,4,,2017,2,1120
9211,PSYC090,redacted,9951,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9231,PSYC090,redacted,9935,BSc (Hons) Psychology Stage 2,redacted,person 874,0,0,0,,2017,2,1120
9295,PSYC090,redacted,10678,BSc (Hons) Psychology Stage 2,redacted,person 874,5,5,5,,2017,2,1120
